( 23369 , FR940617-2-00138 , 1 )
( 2257 , FR940617-2-00138 , 1 )
( 14022 , FR940617-2-00138 , 1 )
( 1360 , FR940617-2-00138 , 1 )
( 13778 , FR940617-2-00138 , 1 )
( 3700 , FR940617-2-00138 , 1 )
( 1442 , FR940617-2-00138 , 1 )
( 3884 , FR940617-2-00138 , 1 )
( 23353 , FR940617-2-00138 , 1 )
( 1949 , FR940617-2-00138 , 1 )
( 23370 , FR940617-2-00138 , 1 )
( 1949 , FR940617-2-00138 , 1 )
( 23371 , FR940617-2-00138 , 1 )
( 1949 , FR940617-2-00138 , 1 )
( 20286 , FR940617-2-00138 , 1 )
( 23354 , FR940617-2-00138 , 1 )
( 8382 , FR940617-2-00138 , 1 )
( 12283 , FR940617-2-00138 , 1 )
( 23355 , FR940617-2-00138 , 1 )
( 2131 , FR940617-2-00138 , 1 )
( 14073 , FR940617-2-00138 , 1 )
( 9870 , FR940617-2-00138 , 1 )
( 23356 , FR940617-2-00138 , 1 )
( 23305 , FR940617-2-00138 , 1 )
( 35 , FR940617-2-00138 , 1 )
( 8382 , FR940617-2-00138 , 1 )
( 6795 , FR940617-2-00138 , 1 )
( 491 , FR940617-2-00138 , 1 )
( 23372 , FR940617-2-00138 , 1 )
( 2257 , FR940617-2-00138 , 1 )
( 14022 , FR940617-2-00138 , 1 )
( 1360 , FR940617-2-00138 , 1 )
( 13778 , FR940617-2-00138 , 1 )
( 3700 , FR940617-2-00138 , 1 )
( 1442 , FR940617-2-00138 , 1 )
( 3884 , FR940617-2-00138 , 1 )
( 23353 , FR940617-2-00138 , 1 )
( 1949 , FR940617-2-00138 , 1 )
( 23373 , FR940617-2-00138 , 1 )
( 1949 , FR940617-2-00138 , 1 )
( 23374 , FR940617-2-00138 , 1 )
( 1949 , FR940617-2-00138 , 1 )
( 23375 , FR940617-2-00138 , 1 )
( 23354 , FR940617-2-00138 , 1 )
( 8382 , FR940617-2-00138 , 1 )
( 12283 , FR940617-2-00138 , 1 )
( 23355 , FR940617-2-00138 , 1 )
( 2131 , FR940617-2-00138 , 1 )
( 14073 , FR940617-2-00138 , 1 )
( 9870 , FR940617-2-00138 , 1 )
( 23356 , FR940617-2-00138 , 1 )
( 23305 , FR940617-2-00138 , 1 )
( 35 , FR940617-2-00138 , 1 )
( 8382 , FR940617-2-00138 , 1 )
( 6795 , FR940617-2-00138 , 1 )
( 491 , FR940617-2-00138 , 1 )
( 23376 , FR940617-2-00138 , 1 )
( 2257 , FR940617-2-00138 , 1 )
( 14022 , FR940617-2-00138 , 1 )
( 1360 , FR940617-2-00138 , 1 )
( 13778 , FR940617-2-00138 , 1 )
( 3700 , FR940617-2-00138 , 1 )
