( 95 , FR941206-1-00134 , 1 )
( 1286 , FR941206-1-00134 , 1 )
( 231 , FR941206-1-00134 , 1 )
( 508 , FR941206-1-00134 , 1 )
( 375 , FR941206-1-00134 , 1 )
( 211 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 95 , FR941206-1-00134 , 1 )
( 12 , FR941206-1-00134 , 1 )
( 1648 , FR941206-1-00134 , 1 )
( 330 , FR941206-1-00134 , 1 )
( 16 , FR941206-1-00134 , 1 )
( 84 , FR941206-1-00134 , 1 )
( 2821 , FR941206-1-00134 , 1 )
( 88 , FR941206-1-00134 , 1 )
( 325 , FR941206-1-00134 , 1 )
( 12 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 279 , FR941206-1-00134 , 1 )
( 1257 , FR941206-1-00134 , 1 )
( 163 , FR941206-1-00134 , 1 )
( 399 , FR941206-1-00134 , 1 )
( 428 , FR941206-1-00134 , 1 )
( 376 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 32195 , FR941206-1-00134 , 1 )
( 331 , FR941206-1-00134 , 1 )
( 32312 , FR941206-1-00134 , 1 )
( 123 , FR941206-1-00134 , 1 )
( 6680 , FR941206-1-00134 , 1 )
( 156 , FR941206-1-00134 , 1 )
( 66 , FR941206-1-00134 , 1 )
( 353 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 701 , FR941206-1-00134 , 1 )
( 375 , FR941206-1-00134 , 1 )
( 3512 , FR941206-1-00134 , 1 )
( 72 , FR941206-1-00134 , 1 )
( 66 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 2515 , FR941206-1-00134 , 1 )
( 241 , FR941206-1-00134 , 1 )
( 6233 , FR941206-1-00134 , 1 )
( 42 , FR941206-1-00134 , 1 )
( 612 , FR941206-1-00134 , 1 )
( 66 , FR941206-1-00134 , 1 )
( 3450 , FR941206-1-00134 , 1 )
( 31947 , FR941206-1-00134 , 1 )
( 13156 , FR941206-1-00134 , 1 )
( 609 , FR941206-1-00134 , 1 )
( 99 , FR941206-1-00134 , 1 )
( 8 , FR941206-1-00134 , 1 )
( 648 , FR941206-1-00134 , 1 )
( 66 , FR941206-1-00134 , 1 )
( 434 , FR941206-1-00134 , 1 )
( 75 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 32195 , FR941206-1-00134 , 1 )
