( 18167 , FR940810-0-00218 , 1 )
( 28 , FR940810-0-00218 , 1 )
( 398 , FR940810-0-00218 , 1 )
( 1762 , FR940810-0-00218 , 1 )
( 2017 , FR940810-0-00218 , 1 )
( 330 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 27727 , FR940810-0-00218 , 1 )
( 28 , FR940810-0-00218 , 1 )
( 170 , FR940810-0-00218 , 1 )
( 1170 , FR940810-0-00218 , 1 )
( 2017 , FR940810-0-00218 , 1 )
( 7019 , FR940810-0-00218 , 1 )
( 330 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 27727 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 5502 , FR940810-0-00218 , 1 )
( 21502 , FR940810-0-00218 , 1 )
( 42 , FR940810-0-00218 , 1 )
( 27715 , FR940810-0-00218 , 1 )
( 66 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 2017 , FR940810-0-00218 , 1 )
( 12 , FR940810-0-00218 , 1 )
( 6874 , FR940810-0-00218 , 1 )
( 12 , FR940810-0-00218 , 1 )
( 45 , FR940810-0-00218 , 1 )
( 570 , FR940810-0-00218 , 1 )
( 9293 , FR940810-0-00218 , 1 )
( 1412 , FR940810-0-00218 , 1 )
( 27715 , FR940810-0-00218 , 1 )
( 611 , FR940810-0-00218 , 1 )
( 270 , FR940810-0-00218 , 1 )
( 42 , FR940810-0-00218 , 1 )
( 17110 , FR940810-0-00218 , 1 )
( 258 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 6874 , FR940810-0-00218 , 1 )
( 27381 , FR940810-0-00218 , 1 )
( 363 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 5502 , FR940810-0-00218 , 1 )
( 27728 , FR940810-0-00218 , 1 )
( 330 , FR940810-0-00218 , 1 )
( 398 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 570 , FR940810-0-00218 , 1 )
( 20457 , FR940810-0-00218 , 1 )
( 308 , FR940810-0-00218 , 1 )
( 12744 , FR940810-0-00218 , 1 )
( 1820 , FR940810-0-00218 , 1 )
( 60 , FR940810-0-00218 , 1 )
( 4968 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 570 , FR940810-0-00218 , 1 )
( 259 , FR940810-0-00218 , 1 )
( 45 , FR940810-0-00218 , 1 )
( 13245 , FR940810-0-00218 , 1 )
( 75 , FR940810-0-00218 , 1 )
( 212 , FR940810-0-00218 , 1 )
( 81 , FR940810-0-00218 , 1 )
( 2288 , FR940810-0-00218 , 1 )
( 570 , FR940810-0-00218 , 1 )
( 20457 , FR940810-0-00218 , 1 )
( 153 , FR940810-0-00218 , 1 )
( 5502 , FR940810-0-00218 , 1 )
( 27728 , FR940810-0-00218 , 1 )
( 8923 , FR940810-0-00218 , 1 )
( 28 , FR940810-0-00218 , 1 )
( 701 , FR940810-0-00218 , 1 )
( 2017 , FR940810-0-00218 , 1 )
( 1356 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 570 , FR940810-0-00218 , 1 )
( 212 , FR940810-0-00218 , 1 )
( 362 , FR940810-0-00218 , 1 )
( 82 , FR940810-0-00218 , 1 )
( 8680 , FR940810-0-00218 , 1 )
( 8680 , FR940810-0-00218 , 1 )
( 570 , FR940810-0-00218 , 1 )
( 11658 , FR940810-0-00218 , 1 )
( 153 , FR940810-0-00218 , 1 )
( 1045 , FR940810-0-00218 , 1 )
( 28 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 2017 , FR940810-0-00218 , 1 )
( 12 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
( 5502 , FR940810-0-00218 , 1 )
( 21502 , FR940810-0-00218 , 1 )
( 63 , FR940810-0-00218 , 1 )
( 42 , FR940810-0-00218 , 1 )
( 41 , FR940810-0-00218 , 1 )
