( 60 , FR940104-0-00078 , 1 )
( 41 , FR940104-0-00078 , 1 )
( 7151 , FR940104-0-00078 , 1 )
( 28 , FR940104-0-00078 , 1 )
( 45 , FR940104-0-00078 , 1 )
( 4759 , FR940104-0-00078 , 1 )
( 7358 , FR940104-0-00078 , 1 )
( 1116 , FR940104-0-00078 , 1 )
( 41 , FR940104-0-00078 , 1 )
( 7357 , FR940104-0-00078 , 1 )
( 186 , FR940104-0-00078 , 1 )
( 438 , FR940104-0-00078 , 1 )
( 1083 , FR940104-0-00078 , 1 )
( 42 , FR940104-0-00078 , 1 )
( 163 , FR940104-0-00078 , 1 )
( 1173 , FR940104-0-00078 , 1 )
( 66 , FR940104-0-00078 , 1 )
( 41 , FR940104-0-00078 , 1 )
( 7359 , FR940104-0-00078 , 1 )
( 508 , FR940104-0-00078 , 1 )
( 7360 , FR940104-0-00078 , 1 )
( 45 , FR940104-0-00078 , 1 )
( 1242 , FR940104-0-00078 , 1 )
( 7146 , FR940104-0-00078 , 1 )
( 730 , FR940104-0-00078 , 1 )
( 123 , FR940104-0-00078 , 1 )
( 7126 , FR940104-0-00078 , 1 )
( 1814 , FR940104-0-00078 , 1 )
( 123 , FR940104-0-00078 , 1 )
( 5 , FR940104-0-00078 , 1 )
( 1908 , FR940104-0-00078 , 1 )
( 45 , FR940104-0-00078 , 1 )
( 2417 , FR940104-0-00078 , 1 )
( 210 , FR940104-0-00078 , 1 )
( 41 , FR940104-0-00078 , 1 )
( 7029 , FR940104-0-00078 , 1 )
( 619 , FR940104-0-00078 , 1 )
( 45 , FR940104-0-00078 , 1 )
( 28 , FR940104-0-00078 , 1 )
( 41 , FR940104-0-00078 , 1 )
( 862 , FR940104-0-00078 , 1 )
( 12 , FR940104-0-00078 , 1 )
( 45 , FR940104-0-00078 , 1 )
( 7151 , FR940104-0-00078 , 1 )
( 301 , FR940104-0-00078 , 1 )
( 2198 , FR940104-0-00078 , 1 )
( 7029 , FR940104-0-00078 , 1 )
( 311 , FR940104-0-00078 , 1 )
( 7354 , FR940104-0-00078 , 1 )
( 6134 , FR940104-0-00078 , 1 )
( 66 , FR940104-0-00078 , 1 )
( 392 , FR940104-0-00078 , 1 )
