( 2231 , FR940810-0-00113 , 1 )
( 12610 , FR940810-0-00113 , 1 )
( 444 , FR940810-0-00113 , 1 )
( 66 , FR940810-0-00113 , 1 )
( 41 , FR940810-0-00113 , 1 )
( 5363 , FR940810-0-00113 , 1 )
( 4811 , FR940810-0-00113 , 1 )
( 236 , FR940810-0-00113 , 1 )
( 2268 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 41 , FR940810-0-00113 , 1 )
( 4811 , FR940810-0-00113 , 1 )
( 190 , FR940810-0-00113 , 1 )
( 3166 , FR940810-0-00113 , 1 )
( 441 , FR940810-0-00113 , 1 )
( 41 , FR940810-0-00113 , 1 )
( 729 , FR940810-0-00113 , 1 )
( 1075 , FR940810-0-00113 , 1 )
( 1077 , FR940810-0-00113 , 1 )
( 366 , FR940810-0-00113 , 1 )
( 947 , FR940810-0-00113 , 1 )
( 75 , FR940810-0-00113 , 1 )
( 2231 , FR940810-0-00113 , 1 )
( 278 , FR940810-0-00113 , 1 )
( 1681 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 285 , FR940810-0-00113 , 1 )
( 1388 , FR940810-0-00113 , 1 )
( 25487 , FR940810-0-00113 , 1 )
( 123 , FR940810-0-00113 , 1 )
( 25519 , FR940810-0-00113 , 1 )
( 42 , FR940810-0-00113 , 1 )
( 177 , FR940810-0-00113 , 1 )
( 366 , FR940810-0-00113 , 1 )
( 82 , FR940810-0-00113 , 1 )
( 1176 , FR940810-0-00113 , 1 )
( 12610 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 695 , FR940810-0-00113 , 1 )
( 941 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 286 , FR940810-0-00113 , 1 )
( 695 , FR940810-0-00113 , 1 )
( 911 , FR940810-0-00113 , 1 )
( 947 , FR940810-0-00113 , 1 )
( 2231 , FR940810-0-00113 , 1 )
( 6429 , FR940810-0-00113 , 1 )
( 1820 , FR940810-0-00113 , 1 )
( 3048 , FR940810-0-00113 , 1 )
( 8 , FR940810-0-00113 , 1 )
( 6228 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 45 , FR940810-0-00113 , 1 )
( 284 , FR940810-0-00113 , 1 )
( 3700 , FR940810-0-00113 , 1 )
( 1388 , FR940810-0-00113 , 1 )
( 19276 , FR940810-0-00113 , 1 )
( 57 , FR940810-0-00113 , 1 )
( 367 , FR940810-0-00113 , 1 )
( 66 , FR940810-0-00113 , 1 )
( 82 , FR940810-0-00113 , 1 )
( 10926 , FR940810-0-00113 , 1 )
( 66 , FR940810-0-00113 , 1 )
( 366 , FR940810-0-00113 , 1 )
( 25588 , FR940810-0-00113 , 1 )
( 19276 , FR940810-0-00113 , 1 )
( 63 , FR940810-0-00113 , 1 )
( 15156 , FR940810-0-00113 , 1 )
( 12 , FR940810-0-00113 , 1 )
( 41 , FR940810-0-00113 , 1 )
( 197 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 695 , FR940810-0-00113 , 1 )
( 751 , FR940810-0-00113 , 1 )
( 860 , FR940810-0-00113 , 1 )
( 592 , FR940810-0-00113 , 1 )
( 66 , FR940810-0-00113 , 1 )
( 284 , FR940810-0-00113 , 1 )
( 285 , FR940810-0-00113 , 1 )
( 5872 , FR940810-0-00113 , 1 )
( 75 , FR940810-0-00113 , 1 )
( 6241 , FR940810-0-00113 , 1 )
( 1820 , FR940810-0-00113 , 1 )
( 3033 , FR940810-0-00113 , 1 )
( 28 , FR940810-0-00113 , 1 )
( 1336 , FR940810-0-00113 , 1 )
( 249 , FR940810-0-00113 , 1 )
( 3018 , FR940810-0-00113 , 1 )
( 182 , FR940810-0-00113 , 1 )
( 25588 , FR940810-0-00113 , 1 )
( 19276 , FR940810-0-00113 , 1 )
( 1103 , FR940810-0-00113 , 1 )
( 1729 , FR940810-0-00113 , 1 )
( 41 , FR940810-0-00113 , 1 )
( 2260 , FR940810-0-00113 , 1 )
( 1648 , FR940810-0-00113 , 1 )
( 42 , FR940810-0-00113 , 1 )
( 1214 , FR940810-0-00113 , 1 )
( 695 , FR940810-0-00113 , 1 )
( 911 , FR940810-0-00113 , 1 )
( 911 , FR940810-0-00113 , 1 )
( 636 , FR940810-0-00113 , 1 )
( 1141 , FR940810-0-00113 , 1 )
( 489 , FR940810-0-00113 , 1 )
( 1405 , FR940810-0-00113 , 1 )
( 66 , FR940810-0-00113 , 1 )
( 25677 , FR940810-0-00113 , 1 )
( 44 , FR940810-0-00113 , 1 )
