( 431 , FR941206-1-00054 , 1 )
( 2710 , FR941206-1-00054 , 1 )
( 28 , FR941206-1-00054 , 1 )
( 41 , FR941206-1-00054 , 1 )
( 6850 , FR941206-1-00054 , 1 )
( 1522 , FR941206-1-00054 , 1 )
( 42 , FR941206-1-00054 , 1 )
( 299 , FR941206-1-00054 , 1 )
( 231 , FR941206-1-00054 , 1 )
( 123 , FR941206-1-00054 , 1 )
( 1617 , FR941206-1-00054 , 1 )
( 66 , FR941206-1-00054 , 1 )
( 508 , FR941206-1-00054 , 1 )
( 2470 , FR941206-1-00054 , 1 )
( 31584 , FR941206-1-00054 , 1 )
( 2470 , FR941206-1-00054 , 1 )
( 8606 , FR941206-1-00054 , 1 )
( 508 , FR941206-1-00054 , 1 )
( 20685 , FR941206-1-00054 , 1 )
( 31584 , FR941206-1-00054 , 1 )
( 20685 , FR941206-1-00054 , 1 )
( 8606 , FR941206-1-00054 , 1 )
( 84 , FR941206-1-00054 , 1 )
( 989 , FR941206-1-00054 , 1 )
( 990 , FR941206-1-00054 , 1 )
( 123 , FR941206-1-00054 , 1 )
( 473 , FR941206-1-00054 , 1 )
( 441 , FR941206-1-00054 , 1 )
( 2470 , FR941206-1-00054 , 1 )
( 31584 , FR941206-1-00054 , 1 )
( 2470 , FR941206-1-00054 , 1 )
( 8606 , FR941206-1-00054 , 1 )
( 473 , FR941206-1-00054 , 1 )
( 441 , FR941206-1-00054 , 1 )
( 20685 , FR941206-1-00054 , 1 )
( 31584 , FR941206-1-00054 , 1 )
( 20685 , FR941206-1-00054 , 1 )
( 8606 , FR941206-1-00054 , 1 )
( 84 , FR941206-1-00054 , 1 )
( 1242 , FR941206-1-00054 , 1 )
( 990 , FR941206-1-00054 , 1 )
( 8428 , FR941206-1-00054 , 1 )
( 360 , FR941206-1-00054 , 1 )
( 42 , FR941206-1-00054 , 1 )
( 3596 , FR941206-1-00054 , 1 )
( 60 , FR941206-1-00054 , 1 )
( 6962 , FR941206-1-00054 , 1 )
( 41 , FR941206-1-00054 , 1 )
( 714 , FR941206-1-00054 , 1 )
( 6850 , FR941206-1-00054 , 1 )
( 1776 , FR941206-1-00054 , 1 )
( 1054 , FR941206-1-00054 , 1 )
( 476 , FR941206-1-00054 , 1 )
( 8 , FR941206-1-00054 , 1 )
( 2255 , FR941206-1-00054 , 1 )
( 3643 , FR941206-1-00054 , 1 )
( 1602 , FR941206-1-00054 , 1 )
( 321 , FR941206-1-00054 , 1 )
( 45 , FR941206-1-00054 , 1 )
( 5275 , FR941206-1-00054 , 1 )
( 12 , FR941206-1-00054 , 1 )
( 41 , FR941206-1-00054 , 1 )
( 1602 , FR941206-1-00054 , 1 )
( 985 , FR941206-1-00054 , 1 )
( 212 , FR941206-1-00054 , 1 )
( 82 , FR941206-1-00054 , 1 )
( 242 , FR941206-1-00054 , 1 )
( 45 , FR941206-1-00054 , 1 )
( 5275 , FR941206-1-00054 , 1 )
( 84 , FR941206-1-00054 , 1 )
( 476 , FR941206-1-00054 , 1 )
( 958 , FR941206-1-00054 , 1 )
( 319 , FR941206-1-00054 , 1 )
( 12 , FR941206-1-00054 , 1 )
( 41 , FR941206-1-00054 , 1 )
( 2792 , FR941206-1-00054 , 1 )
( 175 , FR941206-1-00054 , 1 )
( 41 , FR941206-1-00054 , 1 )
( 289 , FR941206-1-00054 , 1 )
( 1718 , FR941206-1-00054 , 1 )
( 839 , FR941206-1-00054 , 1 )
