( 2619 , FR940810-2-00124 , 1 )
( 783 , FR940810-2-00124 , 1 )
( 818 , FR940810-2-00124 , 1 )
( 308 , FR940810-2-00124 , 1 )
( 7407 , FR940810-2-00124 , 1 )
( 330 , FR940810-2-00124 , 1 )
( 398 , FR940810-2-00124 , 1 )
( 11314 , FR940810-2-00124 , 1 )
( 7234 , FR940810-2-00124 , 1 )
( 250 , FR940810-2-00124 , 1 )
( 45 , FR940810-2-00124 , 1 )
( 3734 , FR940810-2-00124 , 1 )
( 2619 , FR940810-2-00124 , 1 )
( 818 , FR940810-2-00124 , 1 )
( 1132 , FR940810-2-00124 , 1 )
( 399 , FR940810-2-00124 , 1 )
( 366 , FR940810-2-00124 , 1 )
( 212 , FR940810-2-00124 , 1 )
( 1919 , FR940810-2-00124 , 1 )
( 82 , FR940810-2-00124 , 1 )
( 299 , FR940810-2-00124 , 1 )
( 4470 , FR940810-2-00124 , 1 )
( 66 , FR940810-2-00124 , 1 )
( 501 , FR940810-2-00124 , 1 )
( 2058 , FR940810-2-00124 , 1 )
( 231 , FR940810-2-00124 , 1 )
( 75 , FR940810-2-00124 , 1 )
( 227 , FR940810-2-00124 , 1 )
( 52 , FR940810-2-00124 , 1 )
( 41 , FR940810-2-00124 , 1 )
( 174 , FR940810-2-00124 , 1 )
( 76 , FR940810-2-00124 , 1 )
( 28 , FR940810-2-00124 , 1 )
( 286 , FR940810-2-00124 , 1 )
( 41 , FR940810-2-00124 , 1 )
( 8253 , FR940810-2-00124 , 1 )
( 2846 , FR940810-2-00124 , 1 )
( 75 , FR940810-2-00124 , 1 )
( 41 , FR940810-2-00124 , 1 )
( 651 , FR940810-2-00124 , 1 )
( 783 , FR940810-2-00124 , 1 )
( 7440 , FR940810-2-00124 , 1 )
( 1132 , FR940810-2-00124 , 1 )
( 212 , FR940810-2-00124 , 1 )
( 163 , FR940810-2-00124 , 1 )
( 11327 , FR940810-2-00124 , 1 )
( 1336 , FR940810-2-00124 , 1 )
( 2617 , FR940810-2-00124 , 1 )
( 12 , FR940810-2-00124 , 1 )
( 3734 , FR940810-2-00124 , 1 )
( 2619 , FR940810-2-00124 , 1 )
( 783 , FR940810-2-00124 , 1 )
( 7228 , FR940810-2-00124 , 1 )
( 1176 , FR940810-2-00124 , 1 )
( 5821 , FR940810-2-00124 , 1 )
( 28 , FR940810-2-00124 , 1 )
( 41 , FR940810-2-00124 , 1 )
( 3479 , FR940810-2-00124 , 1 )
( 12 , FR940810-2-00124 , 1 )
( 41 , FR940810-2-00124 , 1 )
( 501 , FR940810-2-00124 , 1 )
( 75 , FR940810-2-00124 , 1 )
( 48 , FR940810-2-00124 , 1 )
( 23910 , FR940810-2-00124 , 1 )
( 23877 , FR940810-2-00124 , 1 )
( 28 , FR940810-2-00124 , 1 )
( 41 , FR940810-2-00124 , 1 )
( 5821 , FR940810-2-00124 , 1 )
( 2944 , FR940810-2-00124 , 1 )
( 212 , FR940810-2-00124 , 1 )
( 12227 , FR940810-2-00124 , 1 )
( 1767 , FR940810-2-00124 , 1 )
( 12 , FR940810-2-00124 , 1 )
( 218 , FR940810-2-00124 , 1 )
( 123 , FR940810-2-00124 , 1 )
( 219 , FR940810-2-00124 , 1 )
( 560 , FR940810-2-00124 , 1 )
