( 2745 , FR940104-0-00032 , 1 )
( 376 , FR940104-0-00032 , 1 )
( 177 , FR940104-0-00032 , 1 )
( 28 , FR940104-0-00032 , 1 )
( 2736 , FR940104-0-00032 , 1 )
( 482 , FR940104-0-00032 , 1 )
( 1286 , FR940104-0-00032 , 1 )
( 231 , FR940104-0-00032 , 1 )
( 2819 , FR940104-0-00032 , 1 )
( 2617 , FR940104-0-00032 , 1 )
( 588 , FR940104-0-00032 , 1 )
( 751 , FR940104-0-00032 , 1 )
( 610 , FR940104-0-00032 , 1 )
( 2106 , FR940104-0-00032 , 1 )
( 8 , FR940104-0-00032 , 1 )
( 605 , FR940104-0-00032 , 1 )
( 1815 , FR940104-0-00032 , 1 )
( 153 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 2899 , FR940104-0-00032 , 1 )
( 12 , FR940104-0-00032 , 1 )
( 404 , FR940104-0-00032 , 1 )
( 2744 , FR940104-0-00032 , 1 )
( 8 , FR940104-0-00032 , 1 )
( 2745 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 35 , FR940104-0-00032 , 1 )
( 3521 , FR940104-0-00032 , 1 )
( 12 , FR940104-0-00032 , 1 )
( 4 , FR940104-0-00032 , 1 )
( 1360 , FR940104-0-00032 , 1 )
( 2996 , FR940104-0-00032 , 1 )
( 3467 , FR940104-0-00032 , 1 )
( 28 , FR940104-0-00032 , 1 )
( 2736 , FR940104-0-00032 , 1 )
( 12 , FR940104-0-00032 , 1 )
( 2744 , FR940104-0-00032 , 1 )
( 8 , FR940104-0-00032 , 1 )
( 2745 , FR940104-0-00032 , 1 )
( 572 , FR940104-0-00032 , 1 )
( 82 , FR940104-0-00032 , 1 )
( 2124 , FR940104-0-00032 , 1 )
( 3522 , FR940104-0-00032 , 1 )
( 330 , FR940104-0-00032 , 1 )
( 404 , FR940104-0-00032 , 1 )
( 2744 , FR940104-0-00032 , 1 )
( 8 , FR940104-0-00032 , 1 )
( 2745 , FR940104-0-00032 , 1 )
( 28 , FR940104-0-00032 , 1 )
( 88 , FR940104-0-00032 , 1 )
( 334 , FR940104-0-00032 , 1 )
( 8 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 320 , FR940104-0-00032 , 1 )
( 385 , FR940104-0-00032 , 1 )
( 163 , FR940104-0-00032 , 1 )
( 327 , FR940104-0-00032 , 1 )
( 45 , FR940104-0-00032 , 1 )
( 1360 , FR940104-0-00032 , 1 )
( 84 , FR940104-0-00032 , 1 )
( 2996 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 2899 , FR940104-0-00032 , 1 )
( 12 , FR940104-0-00032 , 1 )
( 3467 , FR940104-0-00032 , 1 )
( 572 , FR940104-0-00032 , 1 )
( 82 , FR940104-0-00032 , 1 )
( 1635 , FR940104-0-00032 , 1 )
( 1289 , FR940104-0-00032 , 1 )
( 231 , FR940104-0-00032 , 1 )
( 2739 , FR940104-0-00032 , 1 )
( 1795 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 35 , FR940104-0-00032 , 1 )
( 42 , FR940104-0-00032 , 1 )
( 163 , FR940104-0-00032 , 1 )
( 1908 , FR940104-0-00032 , 1 )
( 63 , FR940104-0-00032 , 1 )
( 32 , FR940104-0-00032 , 1 )
( 399 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 35 , FR940104-0-00032 , 1 )
( 42 , FR940104-0-00032 , 1 )
( 447 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 65 , FR940104-0-00032 , 1 )
( 12 , FR940104-0-00032 , 1 )
( 2728 , FR940104-0-00032 , 1 )
( 2193 , FR940104-0-00032 , 1 )
( 609 , FR940104-0-00032 , 1 )
( 76 , FR940104-0-00032 , 1 )
( 66 , FR940104-0-00032 , 1 )
( 603 , FR940104-0-00032 , 1 )
( 390 , FR940104-0-00032 , 1 )
( 1994 , FR940104-0-00032 , 1 )
( 75 , FR940104-0-00032 , 1 )
( 41 , FR940104-0-00032 , 1 )
( 3364 , FR940104-0-00032 , 1 )
( 12 , FR940104-0-00032 , 1 )
( 3467 , FR940104-0-00032 , 1 )
( 42 , FR940104-0-00032 , 1 )
