( 429 , FR940810-0-00240 , 1 )
( 1619 , FR940810-0-00240 , 1 )
( 165 , FR940810-0-00240 , 1 )
( 3686 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 482 , FR940810-0-00240 , 1 )
( 170 , FR940810-0-00240 , 1 )
( 1377 , FR940810-0-00240 , 1 )
( 596 , FR940810-0-00240 , 1 )
( 482 , FR940810-0-00240 , 1 )
( 957 , FR940810-0-00240 , 1 )
( 203 , FR940810-0-00240 , 1 )
( 588 , FR940810-0-00240 , 1 )
( 210 , FR940810-0-00240 , 1 )
( 398 , FR940810-0-00240 , 1 )
( 17016 , FR940810-0-00240 , 1 )
( 1388 , FR940810-0-00240 , 1 )
( 2231 , FR940810-0-00240 , 1 )
( 57 , FR940810-0-00240 , 1 )
( 1971 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 2370 , FR940810-0-00240 , 1 )
( 588 , FR940810-0-00240 , 1 )
( 123 , FR940810-0-00240 , 1 )
( 606 , FR940810-0-00240 , 1 )
( 10602 , FR940810-0-00240 , 1 )
( 1681 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 2668 , FR940810-0-00240 , 1 )
( 2098 , FR940810-0-00240 , 1 )
( 30 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 201 , FR940810-0-00240 , 1 )
( 153 , FR940810-0-00240 , 1 )
( 695 , FR940810-0-00240 , 1 )
( 911 , FR940810-0-00240 , 1 )
( 508 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 190 , FR940810-0-00240 , 1 )
( 637 , FR940810-0-00240 , 1 )
( 4963 , FR940810-0-00240 , 1 )
( 123 , FR940810-0-00240 , 1 )
( 15207 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 694 , FR940810-0-00240 , 1 )
( 2263 , FR940810-0-00240 , 1 )
( 44 , FR940810-0-00240 , 1 )
( 868 , FR940810-0-00240 , 1 )
( 45 , FR940810-0-00240 , 1 )
( 236 , FR940810-0-00240 , 1 )
( 1820 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 284 , FR940810-0-00240 , 1 )
( 3700 , FR940810-0-00240 , 1 )
( 3800 , FR940810-0-00240 , 1 )
( 123 , FR940810-0-00240 , 1 )
( 404 , FR940810-0-00240 , 1 )
( 6689 , FR940810-0-00240 , 1 )
( 609 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 60 , FR940810-0-00240 , 1 )
( 210 , FR940810-0-00240 , 1 )
( 6245 , FR940810-0-00240 , 1 )
( 7553 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 4743 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 3800 , FR940810-0-00240 , 1 )
( 123 , FR940810-0-00240 , 1 )
( 6689 , FR940810-0-00240 , 1 )
( 99 , FR940810-0-00240 , 1 )
( 236 , FR940810-0-00240 , 1 )
( 1820 , FR940810-0-00240 , 1 )
( 338 , FR940810-0-00240 , 1 )
( 66 , FR940810-0-00240 , 1 )
( 1070 , FR940810-0-00240 , 1 )
( 234 , FR940810-0-00240 , 1 )
( 66 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 7236 , FR940810-0-00240 , 1 )
( 330 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 3800 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 123 , FR940810-0-00240 , 1 )
( 3700 , FR940810-0-00240 , 1 )
( 648 , FR940810-0-00240 , 1 )
( 15207 , FR940810-0-00240 , 1 )
( 398 , FR940810-0-00240 , 1 )
( 957 , FR940810-0-00240 , 1 )
( 6259 , FR940810-0-00240 , 1 )
( 1759 , FR940810-0-00240 , 1 )
( 367 , FR940810-0-00240 , 1 )
( 60 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 190 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 75 , FR940810-0-00240 , 1 )
( 390 , FR940810-0-00240 , 1 )
( 42 , FR940810-0-00240 , 1 )
( 1969 , FR940810-0-00240 , 1 )
( 44 , FR940810-0-00240 , 1 )
( 367 , FR940810-0-00240 , 1 )
( 60 , FR940810-0-00240 , 1 )
( 695 , FR940810-0-00240 , 1 )
( 105 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 190 , FR940810-0-00240 , 1 )
( 751 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 75 , FR940810-0-00240 , 1 )
( 2231 , FR940810-0-00240 , 1 )
( 4249 , FR940810-0-00240 , 1 )
( 424 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 3800 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 123 , FR940810-0-00240 , 1 )
( 821 , FR940810-0-00240 , 1 )
( 25512 , FR940810-0-00240 , 1 )
( 25513 , FR940810-0-00240 , 1 )
( 25588 , FR940810-0-00240 , 1 )
( 4642 , FR940810-0-00240 , 1 )
( 13608 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 19276 , FR940810-0-00240 , 1 )
( 44 , FR940810-0-00240 , 1 )
( 367 , FR940810-0-00240 , 1 )
( 60 , FR940810-0-00240 , 1 )
( 2320 , FR940810-0-00240 , 1 )
( 736 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 588 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 190 , FR940810-0-00240 , 1 )
( 105 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 259 , FR940810-0-00240 , 1 )
( 210 , FR940810-0-00240 , 1 )
( 6245 , FR940810-0-00240 , 1 )
( 12995 , FR940810-0-00240 , 1 )
( 75 , FR940810-0-00240 , 1 )
( 2231 , FR940810-0-00240 , 1 )
( 236 , FR940810-0-00240 , 1 )
( 1820 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 1135 , FR940810-0-00240 , 1 )
( 1545 , FR940810-0-00240 , 1 )
( 1906 , FR940810-0-00240 , 1 )
( 68 , FR940810-0-00240 , 1 )
( 1681 , FR940810-0-00240 , 1 )
( 755 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 822 , FR940810-0-00240 , 1 )
( 4642 , FR940810-0-00240 , 1 )
( 6611 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 360 , FR940810-0-00240 , 1 )
( 153 , FR940810-0-00240 , 1 )
( 398 , FR940810-0-00240 , 1 )
( 34 , FR940810-0-00240 , 1 )
( 911 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 75 , FR940810-0-00240 , 1 )
( 2231 , FR940810-0-00240 , 1 )
( 68 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 18327 , FR940810-0-00240 , 1 )
( 2234 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 3632 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 6669 , FR940810-0-00240 , 1 )
( 338 , FR940810-0-00240 , 1 )
( 635 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 695 , FR940810-0-00240 , 1 )
( 941 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 190 , FR940810-0-00240 , 1 )
( 736 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 75 , FR940810-0-00240 , 1 )
( 1729 , FR940810-0-00240 , 1 )
( 210 , FR940810-0-00240 , 1 )
( 6245 , FR940810-0-00240 , 1 )
( 7553 , FR940810-0-00240 , 1 )
( 1545 , FR940810-0-00240 , 1 )
( 1906 , FR940810-0-00240 , 1 )
( 57 , FR940810-0-00240 , 1 )
( 2238 , FR940810-0-00240 , 1 )
( 2254 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 2231 , FR940810-0-00240 , 1 )
( 57 , FR940810-0-00240 , 1 )
( 821 , FR940810-0-00240 , 1 )
( 4633 , FR940810-0-00240 , 1 )
( 1681 , FR940810-0-00240 , 1 )
( 755 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 588 , FR940810-0-00240 , 1 )
( 343 , FR940810-0-00240 , 1 )
( 75 , FR940810-0-00240 , 1 )
( 2465 , FR940810-0-00240 , 1 )
( 34 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 695 , FR940810-0-00240 , 1 )
( 105 , FR940810-0-00240 , 1 )
( 652 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 190 , FR940810-0-00240 , 1 )
( 57 , FR940810-0-00240 , 1 )
( 1924 , FR940810-0-00240 , 1 )
( 860 , FR940810-0-00240 , 1 )
( 4811 , FR940810-0-00240 , 1 )
( 84 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 4744 , FR940810-0-00240 , 1 )
( 2098 , FR940810-0-00240 , 1 )
( 588 , FR940810-0-00240 , 1 )
( 84 , FR940810-0-00240 , 1 )
( 2370 , FR940810-0-00240 , 1 )
( 588 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 606 , FR940810-0-00240 , 1 )
( 10602 , FR940810-0-00240 , 1 )
( 1681 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 2668 , FR940810-0-00240 , 1 )
( 2098 , FR940810-0-00240 , 1 )
( 637 , FR940810-0-00240 , 1 )
( 82 , FR940810-0-00240 , 1 )
( 12610 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 398 , FR940810-0-00240 , 1 )
( 3124 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 10602 , FR940810-0-00240 , 1 )
( 1648 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 56 , FR940810-0-00240 , 1 )
( 335 , FR940810-0-00240 , 1 )
( 14707 , FR940810-0-00240 , 1 )
( 6196 , FR940810-0-00240 , 1 )
( 1648 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 56 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 803 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 63 , FR940810-0-00240 , 1 )
( 1077 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 1658 , FR940810-0-00240 , 1 )
( 12 , FR940810-0-00240 , 1 )
( 10602 , FR940810-0-00240 , 1 )
( 1648 , FR940810-0-00240 , 1 )
( 338 , FR940810-0-00240 , 1 )
( 1388 , FR940810-0-00240 , 1 )
( 364 , FR940810-0-00240 , 1 )
( 8 , FR940810-0-00240 , 1 )
( 404 , FR940810-0-00240 , 1 )
( 755 , FR940810-0-00240 , 1 )
( 84 , FR940810-0-00240 , 1 )
( 1786 , FR940810-0-00240 , 1 )
( 41 , FR940810-0-00240 , 1 )
( 13926 , FR940810-0-00240 , 1 )
( 250 , FR940810-0-00240 , 1 )
( 4811 , FR940810-0-00240 , 1 )
( 637 , FR940810-0-00240 , 1 )
( 82 , FR940810-0-00240 , 1 )
( 1025 , FR940810-0-00240 , 1 )
( 28 , FR940810-0-00240 , 1 )
( 45 , FR940810-0-00240 , 1 )
( 2969 , FR940810-0-00240 , 1 )
( 4406 , FR940810-0-00240 , 1 )
( 84 , FR940810-0-00240 , 1 )
