( 364 , FR940303-1-00050 , 1 )
( 84 , FR940303-1-00050 , 1 )
( 4623 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 3262 , FR940303-1-00050 , 1 )
( 3853 , FR940303-1-00050 , 1 )
( 12 , FR940303-1-00050 , 1 )
( 2751 , FR940303-1-00050 , 1 )
( 84 , FR940303-1-00050 , 1 )
( 2725 , FR940303-1-00050 , 1 )
( 1448 , FR940303-1-00050 , 1 )
( 231 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 986 , FR940303-1-00050 , 1 )
( 216 , FR940303-1-00050 , 1 )
( 42 , FR940303-1-00050 , 1 )
( 486 , FR940303-1-00050 , 1 )
( 210 , FR940303-1-00050 , 1 )
( 2881 , FR940303-1-00050 , 1 )
( 3193 , FR940303-1-00050 , 1 )
( 34 , FR940303-1-00050 , 1 )
( 12 , FR940303-1-00050 , 1 )
( 6923 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 3262 , FR940303-1-00050 , 1 )
( 16319 , FR940303-1-00050 , 1 )
( 3564 , FR940303-1-00050 , 1 )
( 2881 , FR940303-1-00050 , 1 )
( 3193 , FR940303-1-00050 , 1 )
( 11079 , FR940303-1-00050 , 1 )
( 396 , FR940303-1-00050 , 1 )
( 3380 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 1068 , FR940303-1-00050 , 1 )
( 12 , FR940303-1-00050 , 1 )
( 2881 , FR940303-1-00050 , 1 )
( 2882 , FR940303-1-00050 , 1 )
( 28 , FR940303-1-00050 , 1 )
( 2726 , FR940303-1-00050 , 1 )
( 16326 , FR940303-1-00050 , 1 )
( 66 , FR940303-1-00050 , 1 )
( 1036 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 2735 , FR940303-1-00050 , 1 )
( 3262 , FR940303-1-00050 , 1 )
( 2360 , FR940303-1-00050 , 1 )
( 12 , FR940303-1-00050 , 1 )
( 3187 , FR940303-1-00050 , 1 )
( 441 , FR940303-1-00050 , 1 )
( 45 , FR940303-1-00050 , 1 )
( 802 , FR940303-1-00050 , 1 )
( 12 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 799 , FR940303-1-00050 , 1 )
( 42 , FR940303-1-00050 , 1 )
( 817 , FR940303-1-00050 , 1 )
( 84 , FR940303-1-00050 , 1 )
( 945 , FR940303-1-00050 , 1 )
( 7553 , FR940303-1-00050 , 1 )
( 28 , FR940303-1-00050 , 1 )
( 41 , FR940303-1-00050 , 1 )
( 16197 , FR940303-1-00050 , 1 )
( 209 , FR940303-1-00050 , 1 )
( 10050 , FR940303-1-00050 , 1 )
( 110 , FR940303-1-00050 , 1 )
( 127 , FR940303-1-00050 , 1 )
( 3100 , FR940303-1-00050 , 1 )
( 16197 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 2036 , FR940303-1-00051 , 1 )
( 612 , FR940303-1-00051 , 1 )
( 45 , FR940303-1-00051 , 1 )
( 781 , FR940303-1-00051 , 1 )
( 75 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 16234 , FR940303-1-00051 , 1 )
( 16193 , FR940303-1-00051 , 1 )
( 334 , FR940303-1-00051 , 1 )
( 153 , FR940303-1-00051 , 1 )
( 473 , FR940303-1-00051 , 1 )
( 652 , FR940303-1-00051 , 1 )
( 1062 , FR940303-1-00051 , 1 )
( 123 , FR940303-1-00051 , 1 )
( 299 , FR940303-1-00051 , 1 )
( 10415 , FR940303-1-00051 , 1 )
( 8606 , FR940303-1-00051 , 1 )
( 165 , FR940303-1-00051 , 1 )
( 45 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 3853 , FR940303-1-00051 , 1 )
( 1774 , FR940303-1-00051 , 1 )
( 75 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 45 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 16319 , FR940303-1-00051 , 1 )
( 3564 , FR940303-1-00051 , 1 )
( 2881 , FR940303-1-00051 , 1 )
( 3193 , FR940303-1-00051 , 1 )
( 11079 , FR940303-1-00051 , 1 )
( 12 , FR940303-1-00051 , 1 )
( 163 , FR940303-1-00051 , 1 )
( 299 , FR940303-1-00051 , 1 )
( 231 , FR940303-1-00051 , 1 )
( 480 , FR940303-1-00051 , 1 )
( 3016 , FR940303-1-00051 , 1 )
( 44 , FR940303-1-00051 , 1 )
( 45 , FR940303-1-00051 , 1 )
( 1062 , FR940303-1-00051 , 1 )
( 63 , FR940303-1-00051 , 1 )
( 1774 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 1815 , FR940303-1-00051 , 1 )
( 153 , FR940303-1-00051 , 1 )
( 2740 , FR940303-1-00051 , 1 )
( 2729 , FR940303-1-00051 , 1 )
( 34 , FR940303-1-00051 , 1 )
( 84 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 2751 , FR940303-1-00051 , 1 )
( 84 , FR940303-1-00051 , 1 )
( 3531 , FR940303-1-00051 , 1 )
( 3010 , FR940303-1-00051 , 1 )
( 231 , FR940303-1-00051 , 1 )
( 701 , FR940303-1-00051 , 1 )
( 1083 , FR940303-1-00051 , 1 )
( 299 , FR940303-1-00051 , 1 )
( 231 , FR940303-1-00051 , 1 )
( 721 , FR940303-1-00051 , 1 )
( 1848 , FR940303-1-00051 , 1 )
( 12 , FR940303-1-00051 , 1 )
( 3532 , FR940303-1-00051 , 1 )
( 44 , FR940303-1-00051 , 1 )
( 227 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 1592 , FR940303-1-00051 , 1 )
( 18 , FR940303-1-00051 , 1 )
( 2728 , FR940303-1-00051 , 1 )
( 557 , FR940303-1-00051 , 1 )
( 99 , FR940303-1-00051 , 1 )
( 17 , FR940303-1-00051 , 1 )
( 216 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 6375 , FR940303-1-00051 , 1 )
( 456 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 611 , FR940303-1-00051 , 1 )
( 38 , FR940303-1-00051 , 1 )
( 2740 , FR940303-1-00051 , 1 )
( 9 , FR940303-1-00051 , 1 )
( 313 , FR940303-1-00051 , 1 )
( 18 , FR940303-1-00051 , 1 )
( 13302 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 557 , FR940303-1-00051 , 1 )
( 18 , FR940303-1-00051 , 1 )
( 9800 , FR940303-1-00051 , 1 )
( 9266 , FR940303-1-00051 , 1 )
( 609 , FR940303-1-00051 , 1 )
( 16197 , FR940303-1-00051 , 1 )
( 1375 , FR940303-1-00051 , 1 )
( 63 , FR940303-1-00051 , 1 )
( 1774 , FR940303-1-00051 , 1 )
( 5022 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 3659 , FR940303-1-00051 , 1 )
( 1492 , FR940303-1-00051 , 1 )
( 330 , FR940303-1-00051 , 1 )
( 2908 , FR940303-1-00051 , 1 )
( 2740 , FR940303-1-00051 , 1 )
( 8 , FR940303-1-00051 , 1 )
( 330 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 68 , FR940303-1-00051 , 1 )
( 12 , FR940303-1-00051 , 1 )
( 4687 , FR940303-1-00051 , 1 )
( 3853 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 588 , FR940303-1-00051 , 1 )
( 751 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 75 , FR940303-1-00051 , 1 )
( 731 , FR940303-1-00051 , 1 )
( 163 , FR940303-1-00051 , 1 )
( 1036 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 2735 , FR940303-1-00051 , 1 )
( 2360 , FR940303-1-00051 , 1 )
( 84 , FR940303-1-00051 , 1 )
( 5015 , FR940303-1-00051 , 1 )
( 8 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 2068 , FR940303-1-00051 , 1 )
( 5022 , FR940303-1-00051 , 1 )
( 3540 , FR940303-1-00051 , 1 )
( 404 , FR940303-1-00051 , 1 )
( 231 , FR940303-1-00051 , 1 )
( 3659 , FR940303-1-00051 , 1 )
( 1040 , FR940303-1-00051 , 1 )
( 16197 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 366 , FR940303-1-00051 , 1 )
( 2036 , FR940303-1-00051 , 1 )
( 75 , FR940303-1-00051 , 1 )
( 390 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 364 , FR940303-1-00051 , 1 )
( 66 , FR940303-1-00051 , 1 )
( 4481 , FR940303-1-00051 , 1 )
( 16327 , FR940303-1-00051 , 1 )
( 12 , FR940303-1-00051 , 1 )
( 16234 , FR940303-1-00051 , 1 )
( 16193 , FR940303-1-00051 , 1 )
( 334 , FR940303-1-00051 , 1 )
( 153 , FR940303-1-00051 , 1 )
( 473 , FR940303-1-00051 , 1 )
( 652 , FR940303-1-00051 , 1 )
( 1062 , FR940303-1-00051 , 1 )
( 123 , FR940303-1-00051 , 1 )
( 299 , FR940303-1-00051 , 1 )
( 10415 , FR940303-1-00051 , 1 )
( 8606 , FR940303-1-00051 , 1 )
( 153 , FR940303-1-00051 , 1 )
( 16193 , FR940303-1-00051 , 1 )
( 75 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 1536 , FR940303-1-00051 , 1 )
( 60 , FR940303-1-00051 , 1 )
( 3418 , FR940303-1-00051 , 1 )
( 16194 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 1487 , FR940303-1-00051 , 1 )
( 12 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 15177 , FR940303-1-00051 , 1 )
( 66 , FR940303-1-00051 , 1 )
( 2725 , FR940303-1-00051 , 1 )
( 2735 , FR940303-1-00051 , 1 )
( 2360 , FR940303-1-00051 , 1 )
( 66 , FR940303-1-00051 , 1 )
( 884 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 3853 , FR940303-1-00051 , 1 )
( 8 , FR940303-1-00051 , 1 )
( 4743 , FR940303-1-00051 , 1 )
( 12 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 16193 , FR940303-1-00051 , 1 )
( 334 , FR940303-1-00051 , 1 )
( 1154 , FR940303-1-00051 , 1 )
( 16197 , FR940303-1-00051 , 1 )
( 42 , FR940303-1-00051 , 1 )
( 612 , FR940303-1-00051 , 1 )
( 66 , FR940303-1-00051 , 1 )
( 2480 , FR940303-1-00051 , 1 )
( 48 , FR940303-1-00051 , 1 )
( 3751 , FR940303-1-00051 , 1 )
( 6694 , FR940303-1-00051 , 1 )
( 66 , FR940303-1-00051 , 1 )
( 41 , FR940303-1-00051 , 1 )
( 3262 , FR940303-1-00051 , 1 )
( 16319 , FR940303-1-00051 , 1 )
( 3564 , FR940303-1-00051 , 1 )
( 2881 , FR940303-1-00051 , 1 )
( 3193 , FR940303-1-00051 , 1 )
( 11079 , FR940303-1-00051 , 1 )
( 396 , FR940303-1-00051 , 1 )
( 216 , FR940303-1-00051 , 1 )
( 947 , FR940303-1-00051 , 1 )
( 45 , FR940303-1-00051 , 1 )
( 16319 , FR940303-1-00051 , 1 )
( 6694 , FR940303-1-00051 , 1 )
( 28 , FR940303-1-00051 , 1 )
( 286 , FR940303-1-00051 , 1 )
( 66 , FR940303-1-00051 , 1 )
( 48 , FR940303-1-00051 , 1 )
( 2881 , FR940303-1-00051 , 1 )
