( 442 , FR940617-2-00184 , 1 )
( 572 , FR940617-2-00184 , 1 )
( 82 , FR940617-2-00184 , 1 )
( 229 , FR940617-2-00184 , 1 )
( 153 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 203 , FR940617-2-00184 , 1 )
( 170 , FR940617-2-00184 , 1 )
( 203 , FR940617-2-00184 , 1 )
( 84 , FR940617-2-00184 , 1 )
( 209 , FR940617-2-00184 , 1 )
( 637 , FR940617-2-00184 , 1 )
( 1666 , FR940617-2-00184 , 1 )
( 2018 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 1402 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 1095 , FR940617-2-00184 , 1 )
( 123 , FR940617-2-00184 , 1 )
( 202 , FR940617-2-00184 , 1 )
( 75 , FR940617-2-00184 , 1 )
( 57 , FR940617-2-00184 , 1 )
( 4729 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 2098 , FR940617-2-00184 , 1 )
( 278 , FR940617-2-00184 , 1 )
( 1176 , FR940617-2-00184 , 1 )
( 766 , FR940617-2-00184 , 1 )
( 168 , FR940617-2-00184 , 1 )
( 82 , FR940617-2-00184 , 1 )
( 2409 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 170 , FR940617-2-00184 , 1 )
( 209 , FR940617-2-00184 , 1 )
( 363 , FR940617-2-00184 , 1 )
( 1974 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 168 , FR940617-2-00184 , 1 )
( 1707 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 802 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 170 , FR940617-2-00184 , 1 )
( 960 , FR940617-2-00184 , 1 )
( 123 , FR940617-2-00184 , 1 )
( 102 , FR940617-2-00184 , 1 )
( 139 , FR940617-2-00184 , 1 )
( 28 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 1045 , FR940617-2-00184 , 1 )
( 211 , FR940617-2-00184 , 1 )
( 2837 , FR940617-2-00184 , 1 )
( 95 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 354 , FR940617-2-00184 , 1 )
( 110 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 123 , FR940617-2-00184 , 1 )
( 3364 , FR940617-2-00184 , 1 )
( 110 , FR940617-2-00184 , 1 )
( 44 , FR940617-2-00184 , 1 )
( 229 , FR940617-2-00184 , 1 )
( 123 , FR940617-2-00184 , 1 )
( 44 , FR940617-2-00184 , 1 )
( 141 , FR940617-2-00184 , 1 )
( 186 , FR940617-2-00184 , 1 )
( 82 , FR940617-2-00184 , 1 )
( 1925 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 123 , FR940617-2-00184 , 1 )
( 1692 , FR940617-2-00184 , 1 )
( 66 , FR940617-2-00184 , 1 )
( 594 , FR940617-2-00184 , 1 )
( 94 , FR940617-2-00184 , 1 )
( 3927 , FR940617-2-00184 , 1 )
( 5502 , FR940617-2-00184 , 1 )
( 1111 , FR940617-2-00184 , 1 )
( 1104 , FR940617-2-00184 , 1 )
( 939 , FR940617-2-00184 , 1 )
( 1569 , FR940617-2-00184 , 1 )
( 2132 , FR940617-2-00184 , 1 )
( 4800 , FR940617-2-00184 , 1 )
( 23919 , FR940617-2-00184 , 1 )
( 3927 , FR940617-2-00184 , 1 )
( 5502 , FR940617-2-00184 , 1 )
( 1111 , FR940617-2-00184 , 1 )
( 1104 , FR940617-2-00184 , 1 )
( 939 , FR940617-2-00184 , 1 )
( 23920 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 2671 , FR940617-2-00184 , 1 )
( 1999 , FR940617-2-00184 , 1 )
( 1104 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 23920 , FR940617-2-00184 , 1 )
( 6618 , FR940617-2-00184 , 1 )
( 1104 , FR940617-2-00184 , 1 )
( 6618 , FR940617-2-00184 , 1 )
( 48 , FR940617-2-00184 , 1 )
( 5502 , FR940617-2-00184 , 1 )
( 945 , FR940617-2-00184 , 1 )
( 1787 , FR940617-2-00184 , 1 )
( 2059 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 23920 , FR940617-2-00184 , 1 )
( 267 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 508 , FR940617-2-00184 , 1 )
( 22942 , FR940617-2-00184 , 1 )
( 8269 , FR940617-2-00184 , 1 )
( 19804 , FR940617-2-00184 , 1 )
( 5668 , FR940617-2-00184 , 1 )
( 23921 , FR940617-2-00184 , 1 )
( 165 , FR940617-2-00184 , 1 )
( 229 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 1378 , FR940617-2-00184 , 1 )
( 94 , FR940617-2-00184 , 1 )
( 2500 , FR940617-2-00184 , 1 )
( 66 , FR940617-2-00184 , 1 )
( 263 , FR940617-2-00184 , 1 )
( 354 , FR940617-2-00184 , 1 )
( 3364 , FR940617-2-00184 , 1 )
( 229 , FR940617-2-00184 , 1 )
( 52 , FR940617-2-00184 , 1 )
( 325 , FR940617-2-00184 , 1 )
( 557 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 653 , FR940617-2-00184 , 1 )
( 657 , FR940617-2-00184 , 1 )
( 609 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 657 , FR940617-2-00184 , 1 )
( 648 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 146 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 7 , FR940617-2-00184 , 1 )
( 461 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 528 , FR940617-2-00184 , 1 )
( 255 , FR940617-2-00184 , 1 )
( 60 , FR940617-2-00184 , 1 )
( 102 , FR940617-2-00184 , 1 )
( 518 , FR940617-2-00184 , 1 )
( 15317 , FR940617-2-00184 , 1 )
( 4 , FR940617-2-00184 , 1 )
( 23922 , FR940617-2-00184 , 1 )
( 6618 , FR940617-2-00184 , 1 )
( 2695 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 508 , FR940617-2-00184 , 1 )
( 5 , FR940617-2-00184 , 1 )
( 23923 , FR940617-2-00184 , 1 )
( 1065 , FR940617-2-00184 , 1 )
( 28 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 23924 , FR940617-2-00184 , 1 )
( 6618 , FR940617-2-00184 , 1 )
( 7791 , FR940617-2-00184 , 1 )
( 4666 , FR940617-2-00184 , 1 )
( 153 , FR940617-2-00184 , 1 )
( 13468 , FR940617-2-00184 , 1 )
( 9953 , FR940617-2-00184 , 1 )
( 5502 , FR940617-2-00184 , 1 )
( 1104 , FR940617-2-00184 , 1 )
( 600 , FR940617-2-00184 , 1 )
( 13468 , FR940617-2-00184 , 1 )
( 9953 , FR940617-2-00184 , 1 )
( 1111 , FR940617-2-00184 , 1 )
( 1104 , FR940617-2-00184 , 1 )
( 588 , FR940617-2-00184 , 1 )
( 580 , FR940617-2-00184 , 1 )
( 366 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 2059 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 23920 , FR940617-2-00184 , 1 )
( 335 , FR940617-2-00184 , 1 )
( 4717 , FR940617-2-00184 , 1 )
( 84 , FR940617-2-00184 , 1 )
( 2454 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 626 , FR940617-2-00184 , 1 )
( 2691 , FR940617-2-00184 , 1 )
( 153 , FR940617-2-00184 , 1 )
( 1803 , FR940617-2-00184 , 1 )
( 341 , FR940617-2-00184 , 1 )
( 7014 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 3513 , FR940617-2-00184 , 1 )
( 6209 , FR940617-2-00184 , 1 )
( 1070 , FR940617-2-00184 , 1 )
( 3318 , FR940617-2-00184 , 1 )
( 3086 , FR940617-2-00184 , 1 )
( 60 , FR940617-2-00184 , 1 )
( 102 , FR940617-2-00184 , 1 )
( 518 , FR940617-2-00184 , 1 )
( 15317 , FR940617-2-00184 , 1 )
( 4 , FR940617-2-00184 , 1 )
( 23925 , FR940617-2-00184 , 1 )
( 2635 , FR940617-2-00184 , 1 )
( 5188 , FR940617-2-00184 , 1 )
( 102 , FR940617-2-00184 , 1 )
( 6618 , FR940617-2-00184 , 1 )
( 311 , FR940617-2-00184 , 1 )
( 1273 , FR940617-2-00184 , 1 )
( 66 , FR940617-2-00184 , 1 )
( 386 , FR940617-2-00184 , 1 )
( 333 , FR940617-2-00184 , 1 )
( 48 , FR940617-2-00184 , 1 )
( 145 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 699 , FR940617-2-00184 , 1 )
( 145 , FR940617-2-00184 , 1 )
( 153 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 5469 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 23924 , FR940617-2-00184 , 1 )
( 13468 , FR940617-2-00184 , 1 )
( 5469 , FR940617-2-00184 , 1 )
( 2980 , FR940617-2-00184 , 1 )
( 84 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 4822 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 6196 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 3086 , FR940617-2-00184 , 1 )
( 60 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 5469 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 807 , FR940617-2-00184 , 1 )
( 60 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 5469 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 6209 , FR940617-2-00184 , 1 )
( 1070 , FR940617-2-00184 , 1 )
( 7721 , FR940617-2-00184 , 1 )
( 23683 , FR940617-2-00184 , 1 )
( 543 , FR940617-2-00184 , 1 )
( 5188 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 23683 , FR940617-2-00184 , 1 )
( 66 , FR940617-2-00184 , 1 )
( 585 , FR940617-2-00184 , 1 )
( 6618 , FR940617-2-00184 , 1 )
( 110 , FR940617-2-00184 , 1 )
( 2240 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 3086 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 2635 , FR940617-2-00184 , 1 )
( 5188 , FR940617-2-00184 , 1 )
( 102 , FR940617-2-00184 , 1 )
( 1273 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 807 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 543 , FR940617-2-00184 , 1 )
( 5188 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 23683 , FR940617-2-00184 , 1 )
( 28 , FR940617-2-00184 , 1 )
( 45 , FR940617-2-00184 , 1 )
( 220 , FR940617-2-00184 , 1 )
( 393 , FR940617-2-00184 , 1 )
( 12 , FR940617-2-00184 , 1 )
( 2892 , FR940617-2-00184 , 1 )
( 2497 , FR940617-2-00184 , 1 )
( 28 , FR940617-2-00184 , 1 )
( 286 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 2635 , FR940617-2-00184 , 1 )
( 5188 , FR940617-2-00184 , 1 )
( 102 , FR940617-2-00184 , 1 )
( 2400 , FR940617-2-00184 , 1 )
( 223 , FR940617-2-00184 , 1 )
( 153 , FR940617-2-00184 , 1 )
( 782 , FR940617-2-00184 , 1 )
( 66 , FR940617-2-00184 , 1 )
( 41 , FR940617-2-00184 , 1 )
( 2341 , FR940617-2-00184 , 1 )
( 8 , FR940617-2-00184 , 1 )
