( 404 , FR940104-2-00070 , 1 )
( 1443 , FR940104-2-00070 , 1 )
( 8 , FR940104-2-00070 , 1 )
( 572 , FR940104-2-00070 , 1 )
( 1558 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 1748 , FR940104-2-00070 , 1 )
( 84 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 4734 , FR940104-2-00070 , 1 )
( 7350 , FR940104-2-00070 , 1 )
( 12 , FR940104-2-00070 , 1 )
( 6375 , FR940104-2-00070 , 1 )
( 1003 , FR940104-2-00070 , 1 )
( 28 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 1269 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 537 , FR940104-2-00070 , 1 )
( 156 , FR940104-2-00070 , 1 )
( 565 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 1123 , FR940104-2-00070 , 1 )
( 75 , FR940104-2-00070 , 1 )
( 1834 , FR940104-2-00070 , 1 )
( 773 , FR940104-2-00070 , 1 )
( 2151 , FR940104-2-00070 , 1 )
( 1443 , FR940104-2-00070 , 1 )
( 84 , FR940104-2-00070 , 1 )
( 102 , FR940104-2-00070 , 1 )
( 1324 , FR940104-2-00070 , 1 )
( 8 , FR940104-2-00070 , 1 )
( 2256 , FR940104-2-00070 , 1 )
( 84 , FR940104-2-00070 , 1 )
( 8729 , FR940104-2-00070 , 1 )
( 222 , FR940104-2-00070 , 1 )
( 589 , FR940104-2-00070 , 1 )
( 9589 , FR940104-2-00070 , 1 )
( 1721 , FR940104-2-00070 , 1 )
( 165 , FR940104-2-00070 , 1 )
( 1983 , FR940104-2-00070 , 1 )
( 537 , FR940104-2-00070 , 1 )
( 365 , FR940104-2-00070 , 1 )
( 66 , FR940104-2-00070 , 1 )
( 3450 , FR940104-2-00070 , 1 )
( 263 , FR940104-2-00070 , 1 )
( 7 , FR940104-2-00070 , 1 )
( 210 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 1757 , FR940104-2-00070 , 1 )
( 75 , FR940104-2-00070 , 1 )
( 536 , FR940104-2-00070 , 1 )
( 7 , FR940104-2-00070 , 1 )
( 186 , FR940104-2-00070 , 1 )
( 5122 , FR940104-2-00070 , 1 )
( 2114 , FR940104-2-00070 , 1 )
( 1068 , FR940104-2-00070 , 1 )
( 66 , FR940104-2-00070 , 1 )
( 1935 , FR940104-2-00070 , 1 )
( 45 , FR940104-2-00070 , 1 )
( 6375 , FR940104-2-00070 , 1 )
( 1125 , FR940104-2-00070 , 1 )
( 46 , FR940104-2-00070 , 1 )
( 1507 , FR940104-2-00070 , 1 )
( 8 , FR940104-2-00070 , 1 )
( 266 , FR940104-2-00070 , 1 )
( 186 , FR940104-2-00070 , 1 )
( 221 , FR940104-2-00070 , 1 )
( 48 , FR940104-2-00070 , 1 )
( 536 , FR940104-2-00070 , 1 )
( 482 , FR940104-2-00070 , 1 )
( 45 , FR940104-2-00070 , 1 )
( 1202 , FR940104-2-00070 , 1 )
( 1369 , FR940104-2-00070 , 1 )
( 1094 , FR940104-2-00070 , 1 )
( 3052 , FR940104-2-00070 , 1 )
( 6668 , FR940104-2-00070 , 1 )
( 41 , FR940104-2-00070 , 1 )
( 537 , FR940104-2-00070 , 1 )
( 156 , FR940104-2-00070 , 1 )
( 350 , FR940104-2-00070 , 1 )
( 295 , FR940104-2-00070 , 1 )
( 2183 , FR940104-2-00070 , 1 )
