( 1606 , FR940810-2-00101 , 1 )
( 11892 , FR940810-2-00101 , 1 )
( 12394 , FR940810-2-00101 , 1 )
( 982 , FR940810-2-00101 , 1 )
( 28 , FR940810-2-00101 , 1 )
( 2014 , FR940810-2-00101 , 1 )
( 12 , FR940810-2-00101 , 1 )
( 1252 , FR940810-2-00101 , 1 )
( 352 , FR940810-2-00101 , 1 )
( 12634 , FR940810-2-00101 , 1 )
( 494 , FR940810-2-00101 , 1 )
( 46 , FR940810-2-00101 , 1 )
( 45 , FR940810-2-00101 , 1 )
( 2648 , FR940810-2-00101 , 1 )
( 63 , FR940810-2-00101 , 1 )
( 42 , FR940810-2-00101 , 1 )
( 1417 , FR940810-2-00101 , 1 )
( 60 , FR940810-2-00101 , 1 )
( 190 , FR940810-2-00101 , 1 )
( 8442 , FR940810-2-00101 , 1 )
( 12 , FR940810-2-00101 , 1 )
( 41 , FR940810-2-00101 , 1 )
( 12821 , FR940810-2-00101 , 1 )
( 740 , FR940810-2-00101 , 1 )
( 146 , FR940810-2-00101 , 1 )
( 29808 , FR940810-2-00101 , 1 )
( 12 , FR940810-2-00101 , 1 )
( 12822 , FR940810-2-00101 , 1 )
( 44 , FR940810-2-00101 , 1 )
( 141 , FR940810-2-00101 , 1 )
( 8 , FR940810-2-00101 , 1 )
( 60 , FR940810-2-00101 , 1 )
( 653 , FR940810-2-00101 , 1 )
( 18 , FR940810-2-00101 , 1 )
( 318 , FR940810-2-00101 , 1 )
( 76 , FR940810-2-00101 , 1 )
( 216 , FR940810-2-00101 , 1 )
( 171 , FR940810-2-00101 , 1 )
( 75 , FR940810-2-00101 , 1 )
( 1331 , FR940810-2-00101 , 1 )
( 84 , FR940810-2-00101 , 1 )
( 347 , FR940810-2-00101 , 1 )
( 352 , FR940810-2-00101 , 1 )
( 44 , FR940810-2-00101 , 1 )
( 227 , FR940810-2-00101 , 1 )
( 28 , FR940810-2-00101 , 1 )
( 653 , FR940810-2-00101 , 1 )
( 18 , FR940810-2-00101 , 1 )
( 19 , FR940810-2-00101 , 1 )
( 318 , FR940810-2-00101 , 1 )
( 8 , FR940810-2-00101 , 1 )
( 2892 , FR940810-2-00101 , 1 )
( 4 , FR940810-2-00101 , 1 )
( 2098 , FR940810-2-00101 , 1 )
( 637 , FR940810-2-00101 , 1 )
