( 6999 , FR941206-1-00134 , 1 )
( 186 , FR941206-1-00134 , 1 )
( 82 , FR941206-1-00134 , 1 )
( 1025 , FR941206-1-00134 , 1 )
( 330 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 13266 , FR941206-1-00134 , 1 )
( 6549 , FR941206-1-00134 , 1 )
( 60 , FR941206-1-00134 , 1 )
( 3912 , FR941206-1-00134 , 1 )
( 120 , FR941206-1-00134 , 1 )
( 13272 , FR941206-1-00134 , 1 )
( 13273 , FR941206-1-00134 , 1 )
( 860 , FR941206-1-00134 , 1 )
( 5 , FR941206-1-00134 , 1 )
( 273 , FR941206-1-00134 , 1 )
( 42 , FR941206-1-00134 , 1 )
( 4 , FR941206-1-00134 , 1 )
( 3752 , FR941206-1-00134 , 1 )
( 1323 , FR941206-1-00134 , 1 )
( 66 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 491 , FR941206-1-00134 , 1 )
( 12 , FR941206-1-00134 , 1 )
( 3830 , FR941206-1-00134 , 1 )
( 367 , FR941206-1-00134 , 1 )
( 123 , FR941206-1-00134 , 1 )
( 1638 , FR941206-1-00134 , 1 )
( 860 , FR941206-1-00134 , 1 )
( 76 , FR941206-1-00134 , 1 )
( 28 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 3008 , FR941206-1-00134 , 1 )
( 75 , FR941206-1-00134 , 1 )
( 45 , FR941206-1-00134 , 1 )
( 6245 , FR941206-1-00134 , 1 )
( 42 , FR941206-1-00134 , 1 )
( 4340 , FR941206-1-00134 , 1 )
( 245 , FR941206-1-00134 , 1 )
( 123 , FR941206-1-00134 , 1 )
( 32551 , FR941206-1-00134 , 1 )
( 19571 , FR941206-1-00134 , 1 )
( 75 , FR941206-1-00134 , 1 )
( 45 , FR941206-1-00134 , 1 )
( 32550 , FR941206-1-00134 , 1 )
( 7586 , FR941206-1-00134 , 1 )
( 153 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 7586 , FR941206-1-00134 , 1 )
( 7434 , FR941206-1-00134 , 1 )
( 12 , FR941206-1-00134 , 1 )
( 701 , FR941206-1-00134 , 1 )
( 7674 , FR941206-1-00134 , 1 )
( 168 , FR941206-1-00134 , 1 )
( 163 , FR941206-1-00134 , 1 )
( 221 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 1137 , FR941206-1-00134 , 1 )
( 12 , FR941206-1-00134 , 1 )
( 1847 , FR941206-1-00134 , 1 )
( 6482 , FR941206-1-00134 , 1 )
( 431 , FR941206-1-00134 , 1 )
( 28 , FR941206-1-00134 , 1 )
( 41 , FR941206-1-00134 , 1 )
( 6245 , FR941206-1-00134 , 1 )
( 362 , FR941206-1-00134 , 1 )
( 6482 , FR941206-1-00134 , 1 )
( 19731 , FR941206-1-00134 , 1 )
( 637 , FR941206-1-00134 , 1 )
( 82 , FR941206-1-00134 , 1 )
