( 15537 , FR941206-1-00092 , 1 )
( 949 , FR941206-1-00092 , 1 )
( 84 , FR941206-1-00092 , 1 )
( 6242 , FR941206-1-00092 , 1 )
( 7014 , FR941206-1-00092 , 1 )
( 15542 , FR941206-1-00092 , 1 )
( 15550 , FR941206-1-00092 , 1 )
( 768 , FR941206-1-00092 , 1 )
( 1456 , FR941206-1-00092 , 1 )
( 45 , FR941206-1-00092 , 1 )
( 1718 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 328 , FR941206-1-00092 , 1 )
( 84 , FR941206-1-00092 , 1 )
( 15550 , FR941206-1-00092 , 1 )
( 2071 , FR941206-1-00092 , 1 )
( 609 , FR941206-1-00092 , 1 )
( 1348 , FR941206-1-00092 , 1 )
( 84 , FR941206-1-00092 , 1 )
( 2071 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 15550 , FR941206-1-00092 , 1 )
( 99 , FR941206-1-00092 , 1 )
( 15175 , FR941206-1-00092 , 1 )
( 31640 , FR941206-1-00092 , 1 )
( 1779 , FR941206-1-00092 , 1 )
( 31495 , FR941206-1-00092 , 1 )
( 18650 , FR941206-1-00092 , 1 )
( 648 , FR941206-1-00092 , 1 )
( 238 , FR941206-1-00092 , 1 )
( 1522 , FR941206-1-00092 , 1 )
( 8 , FR941206-1-00092 , 1 )
( 238 , FR941206-1-00092 , 1 )
( 2867 , FR941206-1-00092 , 1 )
( 709 , FR941206-1-00092 , 1 )
( 1456 , FR941206-1-00092 , 1 )
( 4012 , FR941206-1-00092 , 1 )
( 8 , FR941206-1-00092 , 1 )
( 1070 , FR941206-1-00092 , 1 )
( 7676 , FR941206-1-00092 , 1 )
( 45 , FR941206-1-00092 , 1 )
( 19200 , FR941206-1-00092 , 1 )
( 1456 , FR941206-1-00092 , 1 )
( 609 , FR941206-1-00092 , 1 )
( 1070 , FR941206-1-00092 , 1 )
( 7676 , FR941206-1-00092 , 1 )
( 84 , FR941206-1-00092 , 1 )
( 19200 , FR941206-1-00092 , 1 )
( 1556 , FR941206-1-00092 , 1 )
( 99 , FR941206-1-00092 , 1 )
( 56 , FR941206-1-00092 , 1 )
( 1401 , FR941206-1-00092 , 1 )
( 8 , FR941206-1-00092 , 1 )
( 1320 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 13247 , FR941206-1-00092 , 1 )
( 9315 , FR941206-1-00092 , 1 )
( 31494 , FR941206-1-00092 , 1 )
( 2233 , FR941206-1-00092 , 1 )
( 2366 , FR941206-1-00092 , 1 )
( 3916 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 1902 , FR941206-1-00092 , 1 )
( 45 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 15537 , FR941206-1-00092 , 1 )
( 431 , FR941206-1-00092 , 1 )
( 66 , FR941206-1-00092 , 1 )
( 82 , FR941206-1-00092 , 1 )
( 1418 , FR941206-1-00092 , 1 )
( 609 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 41 , FR941206-1-00092 , 1 )
( 1205 , FR941206-1-00092 , 1 )
( 84 , FR941206-1-00092 , 1 )
( 41 , FR941206-1-00092 , 1 )
( 651 , FR941206-1-00092 , 1 )
( 949 , FR941206-1-00092 , 1 )
( 99 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 41 , FR941206-1-00092 , 1 )
( 844 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 41 , FR941206-1-00092 , 1 )
( 651 , FR941206-1-00092 , 1 )
( 949 , FR941206-1-00092 , 1 )
( 648 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 360 , FR941206-1-00092 , 1 )
( 2483 , FR941206-1-00092 , 1 )
( 751 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 360 , FR941206-1-00092 , 1 )
( 338 , FR941206-1-00092 , 1 )
( 105 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 3865 , FR941206-1-00092 , 1 )
( 3868 , FR941206-1-00092 , 1 )
( 8 , FR941206-1-00092 , 1 )
( 338 , FR941206-1-00092 , 1 )
( 911 , FR941206-1-00092 , 1 )
( 4399 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 2465 , FR941206-1-00092 , 1 )
( 504 , FR941206-1-00092 , 1 )
( 8 , FR941206-1-00092 , 1 )
( 33 , FR941206-1-00092 , 1 )
( 34 , FR941206-1-00092 , 1 )
( 736 , FR941206-1-00092 , 1 )
( 958 , FR941206-1-00092 , 1 )
( 2480 , FR941206-1-00092 , 1 )
( 1340 , FR941206-1-00092 , 1 )
( 588 , FR941206-1-00092 , 1 )
( 7251 , FR941206-1-00092 , 1 )
( 12 , FR941206-1-00092 , 1 )
( 323 , FR941206-1-00092 , 1 )
( 4520 , FR941206-1-00092 , 1 )
( 61 , FR941206-1-00092 , 1 )
( 34 , FR941206-1-00092 , 1 )
( 45 , FR941206-1-00092 , 1 )
( 945 , FR941206-1-00092 , 1 )
( 209 , FR941206-1-00092 , 1 )
( 609 , FR941206-1-00092 , 1 )
( 744 , FR941206-1-00092 , 1 )
( 99 , FR941206-1-00092 , 1 )
( 154 , FR941206-1-00092 , 1 )
( 102 , FR941206-1-00092 , 1 )
( 155 , FR941206-1-00092 , 1 )
( 648 , FR941206-1-00092 , 1 )
( 2422 , FR941206-1-00092 , 1 )
( 2392 , FR941206-1-00092 , 1 )
( 146 , FR941206-1-00092 , 1 )
( 751 , FR941206-1-00092 , 1 )
( 238 , FR941206-1-00092 , 1 )
( 239 , FR941206-1-00092 , 1 )
( 146 , FR941206-1-00092 , 1 )
( 105 , FR941206-1-00092 , 1 )
( 6241 , FR941206-1-00092 , 1 )
( 7014 , FR941206-1-00092 , 1 )
( 146 , FR941206-1-00092 , 1 )
( 190 , FR941206-1-00092 , 1 )
( 7601 , FR941206-1-00092 , 1 )
( 911 , FR941206-1-00092 , 1 )
( 238 , FR941206-1-00092 , 1 )
( 225 , FR941206-1-00092 , 1 )
( 4361 , FR941206-1-00092 , 1 )
( 649 , FR941206-1-00092 , 1 )
( 328 , FR941206-1-00092 , 1 )
( 41 , FR941206-1-00092 , 1 )
( 651 , FR941206-1-00092 , 1 )
( 238 , FR941206-1-00092 , 1 )
