( 0 , FR941206-1-00028 , 1 )
( 0 , FR941206-1-00028 , 1 )
( 0 , FR941206-1-00028 , 1 )
( 0 , FR941206-1-00029 , 1 )
( 0 , FR941206-1-00029 , 1 )
( 0 , FR941206-1-00029 , 1 )
( 1 , FR941206-1-00028 , 1 )
( 1 , FR941206-1-00028 , 1 )
( 1 , FR941206-1-00028 , 1 )
( 1 , FR941206-1-00029 , 1 )
( 4 , FR941206-1-00030 , 1 )
( 5 , FR941206-1-00028 , 1 )
( 7 , FR941206-1-00028 , 1 )
( 7 , FR941206-1-00028 , 1 )
( 7 , FR941206-1-00029 , 1 )
( 7 , FR941206-1-00030 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00028 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 8 , FR941206-1-00029 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00028 , 1 )
( 9 , FR941206-1-00029 , 1 )
( 11 , FR941206-1-00028 , 1 )
( 11 , FR941206-1-00029 , 1 )
( 11 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00028 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00029 , 1 )
( 12 , FR941206-1-00030 , 1 )
( 16 , FR941206-1-00028 , 1 )
( 16 , FR941206-1-00028 , 1 )
( 17 , FR941206-1-00028 , 1 )
( 17 , FR941206-1-00028 , 1 )
( 18 , FR941206-1-00028 , 1 )
( 18 , FR941206-1-00028 , 1 )
( 18 , FR941206-1-00028 , 1 )
( 18 , FR941206-1-00029 , 1 )
( 18 , FR941206-1-00029 , 1 )
( 18 , FR941206-1-00030 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00028 , 1 )
( 28 , FR941206-1-00029 , 1 )
( 28 , FR941206-1-00029 , 1 )
( 28 , FR941206-1-00030 , 1 )
( 33 , FR941206-1-00028 , 1 )
( 34 , FR941206-1-00028 , 1 )
( 34 , FR941206-1-00028 , 1 )
( 34 , FR941206-1-00028 , 1 )
( 34 , FR941206-1-00029 , 1 )
( 34 , FR941206-1-00030 , 1 )
( 35 , FR941206-1-00029 , 1 )
( 37 , FR941206-1-00028 , 1 )
( 37 , FR941206-1-00029 , 1 )
( 38 , FR941206-1-00028 , 1 )
( 39 , FR941206-1-00029 , 1 )
( 40 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00028 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00029 , 1 )
( 41 , FR941206-1-00030 , 1 )
( 41 , FR941206-1-00030 , 1 )
( 41 , FR941206-1-00030 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00028 , 1 )
( 42 , FR941206-1-00029 , 1 )
( 42 , FR941206-1-00029 , 1 )
( 44 , FR941206-1-00028 , 1 )
( 44 , FR941206-1-00028 , 1 )
( 44 , FR941206-1-00028 , 1 )
( 44 , FR941206-1-00028 , 1 )
( 44 , FR941206-1-00028 , 1 )
( 44 , FR941206-1-00028 , 1 )
( 44 , FR941206-1-00028 , 1 )
