( 4 , FR940810-0-00089 , 1 )
( 5 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00089 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 8 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00089 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
( 12 , FR940810-0-00090 , 1 )
