( 0 , FR940104-0-00031 , 1 )
( 1 , FR940104-0-00031 , 1 )
( 4 , FR940104-0-00031 , 1 )
( 5 , FR940104-0-00031 , 1 )
( 5 , FR940104-0-00031 , 1 )
( 7 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 8 , FR940104-0-00031 , 1 )
( 9 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 12 , FR940104-0-00031 , 1 )
( 16 , FR940104-0-00031 , 1 )
( 17 , FR940104-0-00031 , 1 )
( 17 , FR940104-0-00031 , 1 )
( 17 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
( 28 , FR940104-0-00031 , 1 )
