( 0 , FR940128-2-00061 , 1 )
( 0 , FR940128-2-00061 , 1 )
( 0 , FR940128-2-00061 , 1 )
( 0 , FR940128-2-00061 , 1 )
( 0 , FR940128-2-00062 , 1 )
( 0 , FR940128-2-00062 , 1 )
( 0 , FR940128-2-00062 , 1 )
( 1 , FR940128-2-00061 , 1 )
( 1 , FR940128-2-00062 , 1 )
( 2 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00061 , 1 )
( 4 , FR940128-2-00062 , 1 )
( 4 , FR940128-2-00062 , 1 )
( 4 , FR940128-2-00062 , 1 )
( 4 , FR940128-2-00062 , 1 )
( 5 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00061 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 8 , FR940128-2-00062 , 1 )
( 11 , FR940128-2-00063 , 1 )
( 11 , FR940128-2-00063 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00061 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00062 , 1 )
( 12 , FR940128-2-00063 , 1 )
( 12 , FR940128-2-00063 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00061 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 28 , FR940128-2-00062 , 1 )
( 35 , FR940128-2-00061 , 1 )
( 35 , FR940128-2-00063 , 1 )
( 37 , FR940128-2-00061 , 1 )
( 37 , FR940128-2-00061 , 1 )
( 37 , FR940128-2-00061 , 1 )
( 37 , FR940128-2-00061 , 1 )
( 37 , FR940128-2-00062 , 1 )
( 37 , FR940128-2-00062 , 1 )
( 38 , FR940128-2-00062 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
( 41 , FR940128-2-00061 , 1 )
