( 1 , FR940617-2-00157 , 1 )
( 4 , FR940617-2-00157 , 1 )
( 4 , FR940617-2-00157 , 1 )
( 4 , FR940617-2-00158 , 1 )
( 5 , FR940617-2-00157 , 1 )
( 7 , FR940617-2-00157 , 1 )
( 7 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00157 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 8 , FR940617-2-00158 , 1 )
( 9 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00157 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 12 , FR940617-2-00158 , 1 )
( 17 , FR940617-2-00157 , 1 )
( 17 , FR940617-2-00157 , 1 )
( 19 , FR940617-2-00157 , 1 )
( 19 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00157 , 1 )
( 28 , FR940617-2-00158 , 1 )
( 28 , FR940617-2-00158 , 1 )
( 28 , FR940617-2-00158 , 1 )
( 34 , FR940617-2-00157 , 1 )
( 34 , FR940617-2-00158 , 1 )
( 34 , FR940617-2-00158 , 1 )
( 41 , FR940617-2-00157 , 1 )
( 41 , FR940617-2-00157 , 1 )
( 41 , FR940617-2-00157 , 1 )
( 41 , FR940617-2-00157 , 1 )
( 41 , FR940617-2-00157 , 1 )
( 41 , FR940617-2-00157 , 1 )
