( 4 , FR940405-1-00104 , 1 )
( 4 , FR940405-1-00104 , 1 )
( 5 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00102 , 1 )
( 8 , FR940405-1-00102 , 1 )
( 8 , FR940405-1-00102 , 1 )
( 8 , FR940405-1-00103 , 1 )
( 8 , FR940405-1-00103 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 8 , FR940405-1-00104 , 1 )
( 11 , FR940405-1-00103 , 1 )
( 11 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00102 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00103 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
( 12 , FR940405-1-00104 , 1 )
