( 0 , FR940617-2-00111 , 1 )
( 0 , FR940617-2-00111 , 1 )
( 0 , FR940617-2-00111 , 1 )
( 0 , FR940617-2-00112 , 1 )
( 1 , FR940617-2-00111 , 1 )
( 1 , FR940617-2-00111 , 1 )
( 1 , FR940617-2-00112 , 1 )
( 3 , FR940617-2-00111 , 1 )
( 3 , FR940617-2-00112 , 1 )
( 4 , FR940617-2-00110 , 1 )
( 4 , FR940617-2-00110 , 1 )
( 4 , FR940617-2-00111 , 1 )
( 5 , FR940617-2-00111 , 1 )
( 5 , FR940617-2-00111 , 1 )
( 5 , FR940617-2-00112 , 1 )
( 5 , FR940617-2-00112 , 1 )
( 5 , FR940617-2-00112 , 1 )
( 5 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00110 , 1 )
( 8 , FR940617-2-00110 , 1 )
( 8 , FR940617-2-00110 , 1 )
( 8 , FR940617-2-00110 , 1 )
( 8 , FR940617-2-00110 , 1 )
( 8 , FR940617-2-00110 , 1 )
( 8 , FR940617-2-00111 , 1 )
( 8 , FR940617-2-00111 , 1 )
( 8 , FR940617-2-00111 , 1 )
( 8 , FR940617-2-00111 , 1 )
( 8 , FR940617-2-00111 , 1 )
( 8 , FR940617-2-00111 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 8 , FR940617-2-00112 , 1 )
( 11 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00110 , 1 )
( 12 , FR940617-2-00110 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00111 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 12 , FR940617-2-00112 , 1 )
( 16 , FR940617-2-00112 , 1 )
( 17 , FR940617-2-00112 , 1 )
( 18 , FR940617-2-00111 , 1 )
( 28 , FR940617-2-00110 , 1 )
( 28 , FR940617-2-00110 , 1 )
( 28 , FR940617-2-00111 , 1 )
( 28 , FR940617-2-00111 , 1 )
( 28 , FR940617-2-00111 , 1 )
( 28 , FR940617-2-00111 , 1 )
