( 4 , FR941006-1-00125 , 1 )
( 4 , FR941006-1-00125 , 1 )
( 4 , FR941006-1-00125 , 1 )
( 5 , FR941006-1-00125 , 1 )
( 5 , FR941006-1-00125 , 1 )
( 5 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00125 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 8 , FR941006-1-00126 , 1 )
( 9 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00125 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 12 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00125 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 28 , FR941006-1-00126 , 1 )
( 35 , FR941006-1-00125 , 1 )
( 35 , FR941006-1-00125 , 1 )
( 40 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00125 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 41 , FR941006-1-00126 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00125 , 1 )
( 42 , FR941006-1-00126 , 1 )
( 42 , FR941006-1-00126 , 1 )
( 44 , FR941006-1-00125 , 1 )
( 44 , FR941006-1-00125 , 1 )
( 44 , FR941006-1-00125 , 1 )
( 44 , FR941006-1-00125 , 1 )
( 44 , FR941006-1-00125 , 1 )
( 44 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00125 , 1 )
( 45 , FR941006-1-00126 , 1 )
( 45 , FR941006-1-00126 , 1 )
( 48 , FR941006-1-00125 , 1 )
( 48 , FR941006-1-00126 , 1 )
